Car,Year,Manufacturer,MSRP,Drivetrain,Passenger_Capacity,Passenger_Doors,Engine_Type,Engine_Configuration,Cylinders,Body_Style,Transmission_Type,Front_Leg_Room_(in),Second_Shoulder_Room_(in),Passenger_Volume_(ft³),Second_Head_Room_(in),Front_Shoulder_Room_(in),Front_Head_Room_(in),Second_Leg_Room_(in),Wheelbase_(in),"Width,_Max_w/o_mirrors_(in)","Height,_Overall_(in)","Fuel_Tank_Capacity,_Approx_(gal)",Fuel_Economy_Est-Combined_(MPG),EPA_Fuel_Economy_Est_City_(MPG),EPA_Fuel_Economy_Est_Hwy_(MPG),Net_Torque,RPM_NT,Net_HP_Needed,Fuel_Type,Net_HorsePower,RPM_NHP,Net_HP.RPM,Brake_ABS_System,Recirculating_Ball_Steering,Rack_Pinion_steering,Electric_steering,Hydraulic_steering,Speed_Sensitive_steering,Variable_steering,Steering_Type,Turning_Diameter_-_Curb_to_Curb_(ft),Air_Bag-Frontal-Driver,Air_Bag-Frontal-Passenger,Air_Bag-Passenger_Switch_(On/Off),Air_Bag-Side_Body-Front,Air_Bag-Side_Body-Rear,Air_Bag-Side_Head-Front,Air_Bag-Side_Head-Rear,Brakes-ABS,Child_Safety_Rear_Door_Locks,Daytime_Running_Lights,Traction_Control,Night_Vision,Rollover_Protection_Bars,Fog_Lamps,Parking_Aid,Tire_Pressure_Monitor,Back-Up_Camera,Stability_Control,Corrosion_Years,Roadside_Assistance_Miles/km,Roadside_Assistance_Years,"Length,_Overall_(in)",Trunk_Volume_(ft³),Cargo_Volume_(ft³),Suspension_Type,Model_Type
2019 Ford Edge Specs: Titanium FWD,2019,Ford,38760,FWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,24,22,29,280,3000,159.9390708,Gas,250,5500,1375,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2019 Ford Edge Specs: SEL FWD,2019,Ford,33300,FWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,24,22,29,280,3000,159.9390708,Gas,250,5500,1375,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2019 Ford Edge Specs: SE FWD,2019,Ford,29995,FWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,24,22,29,280,3000,159.9390708,Gas,250,5500,1375,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2019 Ford Edge Specs: Titanium AWD,2019,Ford,40755,AWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,23,21,28,280,3000,159.9390708,Gas,250,5500,1375,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2019 Ford Edge Specs: ST AWD,2019,Ford,42355,AWD,5,4,V6,V,6,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,21,19,26,380,3250,235.1485149,Gas,335,5550,1859.25,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2019 Ford Edge Specs: SEL AWD,2019,Ford,35295,AWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,23,21,28,280,3000,159.9390708,Gas,250,5500,1375,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2018 Ford Edge Specs: SE AWD,2018,Ford,31310,AWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,22,20,27,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2018 Ford Edge Specs: Titanium FWD,2018,Ford,36025,FWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,23,20,29,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2018 Ford Edge Specs: SEL FWD,2018,Ford,32050,FWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,23,20,29,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2018 Ford Edge Specs: SE FWD,2018,Ford,29315,FWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,24,21,29,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2018 Ford Edge Specs: Titanium AWD,2018,Ford,38020,AWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,22,20,27,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2018 Ford Edge Specs: Sport AWD,2018,Ford,40770,AWD,5,4,V6,V,6,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,19,17,24,350,2750,183.2635187,Gas,315,4750,1496.25,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2018 Ford Edge Specs: SEL AWD,2018,Ford,34045,AWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,22,20,27,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2016 Ford Edge Specs: 4-Door SE AWD,2016,Ford,30695,AWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,23,20,28,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2016 Ford Edge Specs: 4-Door Titanium FWD,2016,Ford,35600,FWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,24,21,30,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2016 Ford Edge Specs: 4-Door SEL FWD,2016,Ford,31790,FWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,24,21,30,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2016 Ford Edge Specs: 4-Door SE FWD,2016,Ford,28700,FWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,24,21,30,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2016 Ford Edge Specs: 4-Door Titanium AWD,2016,Ford,37595,AWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,23,20,28,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2016 Ford Edge Specs: 4-Door Sport AWD,2016,Ford,40900,AWD,5,4,V6,V,6,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,19,17,24,350,2750,183.2635187,Gas,315,4750,1496.25,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2016 Ford Edge Specs: 4-Door SEL AWD,2016,Ford,33785,AWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,23,20,28,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2015 Ford Edge Specs: 4-Door SE AWD,2015,Ford,30095,AWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,23,20,28,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2015 Ford Edge Specs: 4-Door Titanium FWD,2015,Ford,35600,FWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,23,20,30,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2015 Ford Edge Specs: 4-Door Sport FWD,2015,Ford,38100,FWD,5,4,V6,V,6,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,21,18,27,350,2750,183.2635187,Gas,315,4750,1496.25,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2015 Ford Edge Specs: 4-Door SEL FWD,2015,Ford,31500,FWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,23,20,30,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2015 Ford Edge Specs: 4-Door SE FWD,2015,Ford,28100,FWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,23,20,30,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2015 Ford Edge Specs: 4-Door Titanium AWD,2015,Ford,37595,AWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,23,20,28,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2015 Ford Edge Specs: 4-Door Sport AWD,2015,Ford,40095,AWD,5,4,V6,V,6,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,19,17,24,350,2750,183.2635187,Gas,315,4750,1496.25,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2015 Ford Edge Specs: 4-Door SEL AWD,2015,Ford,33495,AWD,5,4,I4,I,4,Sport Utility,Automatic,42.6,60.5,113.9,40.3,60.3,40.2,40.6,112.2,75.9,68.6,18,23,20,28,275,3000,157.083016,Gas,245,5500,1347.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2014 Ford Edge Specs: 4-Door Limited AWD,2014,Ford,37050,AWD,5,4,V6,V,6,Sport Utility,Automatic,40.7,58.7,108.4,39.3,58.9,40,39.6,111.2,76,67,19.2,20,18,25,253,4000,192.6884996,Gas,285,6500,1852.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2014 Ford Edge Specs: 4-Door Sport FWD,2014,Ford,37600,FWD,5,4,V6,V,6,Sport Utility,Automatic,40.7,58.7,108.4,39.3,58.9,40,39.6,111.2,76,67,18.3,21,18,26,280,4000,213.2520944,Gas,305,6500,1982.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2014 Ford Edge Specs: 4-Door SEL FWD,2014,Ford,31300,FWD,5,4,V6,V,6,Sport Utility,Automatic,40.7,58.7,108.4,39.3,58.9,40,39.6,111.2,76,67,18.3,22,19,27,253,4000,192.6884996,Gas,285,6500,1852.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2014 Ford Edge Specs: 4-Door SE FWD,2014,Ford,28100,FWD,5,4,V6,V,6,Sport Utility,Automatic,40.7,58.7,108.4,39.3,58.9,40,39.6,111.2,76,67,18.3,22,19,27,253,4000,192.6884996,Gas,285,6500,1852.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2014 Ford Edge Specs: 4-Door Limited FWD,2014,Ford,35100,FWD,5,4,V6,V,6,Sport Utility,Automatic,40.7,58.7,108.4,39.3,58.9,40,39.6,111.2,76,67,18.3,22,19,27,253,4000,192.6884996,Gas,285,6500,1852.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2014 Ford Edge Specs: 4-Door Sport AWD,2014,Ford,39550,AWD,5,4,V6,V,6,Sport Utility,Automatic,40.7,58.7,108.4,39.3,58.9,40,39.6,111.2,76,67,19.2,19,17,23,280,4000,213.2520944,Gas,305,6500,1982.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2014 Ford Edge Specs: 4-Door SEL AWD,2014,Ford,33250,AWD,5,4,V6,V,6,Sport Utility,Automatic,40.7,58.7,108.4,39.3,58.9,40,39.6,111.2,76,67,19.2,20,18,25,253,4000,192.6884996,Gas,285,6500,1852.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2014 Ford Edge Specs: 4-Door SE AWD,2014,Ford,30050,AWD,5,4,V6,V,6,Sport Utility,Automatic,40.7,58.7,108.4,39.3,58.9,40,39.6,111.2,76,67,19.2,20,18,25,253,4000,192.6884996,Gas,285,6500,1852.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,38.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,5,60000,5,NA,NA,0,MacPherson Strut,Ford Edge
2018 Ford Focus Specs: Electric Hatch,2018,Ford,29120,FWD,5,4,Electric,E,0,4dr Car,Automatic,41.9,53.7,90.7,37.9,55.6,38.3,33.2,104.3,71.8,58.2,NA,NA,NA,NA,NA,NA,NA,Electric,NA,NA,NA,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,40.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,172.9,NA,0,MacPherson Strut,Ford Focus
2018 Ford Focus Specs: Titanium Sedan,2018,Ford,24270,FWD,5,4,I4,I,4,4dr Car,Automatic,41.9,53.7,90.7,38,55.6,38.3,33.2,104.3,71.8,57.7,12.4,27,24,34,146,4500,125.0952018,Gas,160,6500,1040,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,36,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,60000,5,178.5,13.2,0,MacPherson Strut,Ford Focus
2018 Ford Focus Specs: SEL Sedan,2018,Ford,21870,FWD,5,4,I4,I,4,4dr Car,Automatic,41.9,53.7,90.7,38,55.6,38.3,33.2,104.3,71.8,57.7,12.4,27,24,34,146,4500,125.0952018,Gas,160,6500,1040,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,36,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,60000,5,178.5,13.2,0,MacPherson Strut,Ford Focus
2018 Ford Focus Specs: SE Sedan,2018,Ford,19245,FWD,5,4,I3,I,3,4dr Car,Manual,41.9,53.7,90.7,38,55.6,38.3,33.2,104.3,71.8,57.7,12.4,33,30,40,125,3500,83.30159939,Gas,123,6000,738,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,36,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,5,60000,5,178.5,13.2,0,MacPherson Strut,Ford Focus
2018 Ford Focus Specs: S Sedan,2018,Ford,17950,FWD,5,4,I4,I,4,4dr Car,Manual,41.9,53.7,90.7,38,55.6,38.3,33.2,104.3,71.8,57.7,12.4,28,25,34,146,4500,125.0952018,Gas,160,6500,1040,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,36,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,5,60000,5,178.5,13.2,0,MacPherson Strut,Ford Focus
2018 Ford Focus Specs: Titanium Hatch,2018,Ford,24470,FWD,5,4,I4,I,4,4dr Car,Automatic,41.9,53.7,90.7,37.9,55.6,38.3,33.2,104.3,71.8,57.7,12.4,27,24,34,146,4500,125.0952018,Gas,160,6500,1040,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,36,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,60000,5,171.6,NA,0,MacPherson Strut,Ford Focus
2018 Ford Focus Specs: ST Hatch,2018,Ford,25170,FWD,5,4,I4,I,4,4dr Car,Manual,41.9,52.6,90.7,37.9,55.6,39.1,33.4,104.3,71.7,58.4,12.4,25,22,30,270,2500,128.5224676,Gas,252,5500,1386,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,60000,5,171.7,NA,0,MacPherson Strut,Ford Focus
2018 Ford Focus Specs: SEL Hatch,2018,Ford,22070,FWD,5,4,I4,I,4,4dr Car,Automatic,41.9,53.7,90.7,37.9,55.6,38.3,33.2,104.3,71.8,57.7,12.4,27,24,34,146,4500,125.0952018,Gas,160,6500,1040,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,36,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,60000,5,171.6,NA,0,MacPherson Strut,Ford Focus
2018 Ford Focus Specs: SE Hatch,2018,Ford,20540,FWD,5,4,I4,I,4,4dr Car,Automatic,41.9,53.7,90.7,37.9,55.6,38.3,33.2,104.3,71.8,57.7,12.4,30,26,38,146,4500,125.0952018,Gas,160,6500,1040,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,36,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,5,60000,5,171.6,NA,0,MacPherson Strut,Ford Focus
2018 Ford Focus Specs: RS Hatch,2018,Ford,41120,AWD,5,4,I4,I,4,4dr Car,Manual,41.9,52.6,90.7,37.9,55.6,39.1,33.4,104.2,71.7,58,13.9,21,19,26,350,3200,213.2520944,Gas,350,6000,2100,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,60000,5,172.8,NA,0,MacPherson Strut,Ford Focus
2016 Ford Focus Specs: 4-Door Sedan S,2016,Ford,17225,FWD,5,4,I4,I,4,4dr Car,Manual,41.9,53.7,90.7,38,55.6,38.3,33.2,104.3,71.8,57.7,12.4,29,26,36,146,4450,123.7052551,Gas,160,6500,1040,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,36,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,5,60000,5,178.5,13.2,0,MacPherson Strut,Ford Focus
2016 Ford Focus Specs: 5-Door HB Titanium,2016,Ford,23725,FWD,5,4,I4,I,4,4dr Car,Automatic,41.9,53.7,90.7,37.9,55.6,38.3,33.2,104.3,71.8,57.7,12.4,30,26,38,146,4450,123.7052551,Gas,160,6500,1040,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,36,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,60000,5,171.6,NA,0,MacPherson Strut,Ford Focus
2016 Ford Focus Specs: 5-Door HB ST,2016,Ford,24425,FWD,5,4,I4,I,4,4dr Car,Manual,41.9,52.6,90.7,37.9,55.6,39.1,33.4,104.3,71.7,58.4,12.4,25,22,31,270,2500,128.5224676,Gas,252,5500,1386,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,60000,5,171.7,NA,0,MacPherson Strut,Ford Focus
2016 Ford Focus Specs: 5-Door HB SE,2016,Ford,19015,FWD,5,4,I4,I,4,4dr Car,Manual,41.9,53.7,90.7,37.9,55.6,38.3,33.2,104.3,71.8,57.7,12.4,29,26,36,146,4450,123.7052551,Gas,160,6500,1040,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,36,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,5,60000,5,171.6,NA,0,MacPherson Strut,Ford Focus
2016 Ford Focus Specs: 5-Door HB RS,2016,Ford,35900,AWD,5,4,I4,I,4,4dr Car,Manual,41.9,52.6,90.7,37.9,55.6,39.1,33.4,104.3,71.7,58.4,13.9,21,19,25,350,3200,213.2520944,Gas,350,6000,2100,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,60000,5,171.7,NA,0,MacPherson Strut,Ford Focus
